#       k             kp                 V11                    V12                    V21                    V22          
   3.061273       3.608938         9.067689e-02           -6.925643e-02          -6.728635e-03          5.450089e-02      
   3.061273       3.752880         5.207142e-02           -4.596743e-02          -3.503685e-03          2.904600e-02      
   3.061273       3.910968         2.278655e-02           -2.332078e-02          -1.631709e-03          1.201356e-02      
   3.061273       4.082775         6.886868e-03           -8.407588e-03          -5.883673e-04          3.613235e-03      
   3.061273       4.267838         1.236972e-03           -1.997047e-03          -1.327619e-04          7.375271e-04      
   3.061273       4.465657         9.202167e-05           -2.992084e-04          -1.229842e-05          9.677017e-05      
   3.061273       4.675701         -3.878309e-06          -3.226377e-05          9.291839e-07           8.460834e-06      
   3.061273       4.897402         -8.754463e-07          -3.843415e-06          2.659628e-07           6.865974e-07      
   3.061273       5.130163         -2.958447e-08          -5.135426e-07          1.335675e-08           7.672593e-08      
   3.061273       5.373356         -2.096111e-09          -5.457268e-08          -2.590261e-10          8.614519e-09      
   3.061273       5.626327         -5.500211e-10          -4.269341e-09          2.758219e-11           7.011477e-10      
   3.061273       5.888392         -4.470432e-11          -2.622235e-10          8.272116e-12           4.085455e-11      
   3.061273       6.158845         -1.472828e-12          -1.325347e-11          3.594675e-13           1.959358e-12      
   3.061273       6.436958         -3.435989e-14          -5.205428e-13          3.104418e-15           7.934943e-14      
   3.061273       6.721980         -1.253520e-15          -1.479014e-14          9.518751e-17           2.317895e-15      
   3.061273       7.013143         -2.604961e-17          -3.049606e-16          5.770738e-18           4.610630e-17      
   3.061273       7.309662         -1.394437e-19          -4.664281e-18          3.314927e-20           6.915171e-19      
   3.061273       7.610739         -2.571077e-23          -5.104823e-20          -4.079882e-22          7.828674e-21      
   3.061273       7.915560         4.051830e-25           -3.825938e-22          1.896879e-24           5.796986e-23      
   3.061273       8.223305         1.723583e-25           -1.928638e-24          -1.416631e-26          2.812459e-25      
   3.061273       8.533144         2.314602e-29           -5.781159e-27          -1.494387e-28          8.934000e-28      
   3.061273       8.844241         -4.819326e-30          -8.839621e-30          1.254038e-30           1.334005e-30      
   3.061273       9.155759         3.292460e-32           -3.052984e-32          -5.344370e-33          4.245860e-33      
   3.061273       9.466856         5.344520e-35           -1.546101e-34          -1.135097e-35          2.425752e-35      
   3.061273       9.776695         -3.199305e-37          -1.536174e-37          6.194106e-38           2.202769e-38      
   3.061273       10.084440        5.039002e-40           -2.076754e-40          -1.019322e-40          3.000928e-41      
   3.061273       10.389261        9.253583e-43           -3.387717e-43          -1.153793e-43          5.442582e-44      
   3.061273       10.690338        -3.745199e-45          -1.501552e-46          5.702053e-46           1.918368e-47      
   3.061273       10.986857        8.340250e-48           -1.778312e-48          -1.311097e-48          2.657943e-49      
   3.061273       11.278020        -1.505672e-50          3.083570e-51           2.366674e-51           -4.566093e-52     
   3.061273       11.563042        2.865968e-53           -2.894314e-54          -7.137694e-54          -4.782450e-55     
   3.061273       11.841155        -3.375526e-52          -1.205438e-52          1.220246e-51           4.304403e-52      
   3.061273       12.111608        -3.039373e-48          -1.106389e-48          4.219997e-48           1.535796e-48      
   3.061273       12.373673        -4.293678e-45          -1.604077e-45          5.492290e-45           2.051735e-45      
   3.061273       12.626644        -4.104649e-42          -1.561737e-42          5.075273e-42           1.930983e-42      
   3.061273       12.869837        -2.953687e-39          -1.136448e-39          3.576901e-39           1.376207e-39      
   3.061273       13.102598        -1.612923e-36          -6.237215e-37          1.923176e-36           7.436859e-37      
   3.061273       13.324299        -6.571914e-34          -2.541948e-34          7.736261e-34           2.992267e-34      
   3.061273       13.534343        -1.948642e-31          -7.511990e-32          2.268390e-31           8.744505e-32      
   3.061273       13.732162        -4.091553e-29          -1.568502e-29          4.715432e-29           1.807644e-29      
   3.061273       13.917225        -5.921518e-27          -2.255193e-27          6.762542e-27           2.575463e-27      
   3.061273       14.089032        -5.762714e-25          -2.180679e-25          6.526503e-25           2.469673e-25      
   3.061273       14.247120        -3.683669e-23          -1.386180e-23          4.140262e-23           1.557978e-23      
   3.061273       14.391062        -1.522541e-21          -5.704980e-22          1.699275e-21           6.367105e-22      
   3.061273       14.520471        -3.994551e-20          -1.492279e-20          4.430361e-20           1.655064e-20      
   3.061273       14.634998        -6.576539e-19          -2.450446e-19          7.252271e-19           2.702194e-19      
   3.061273       14.734334        -7.040980e-18          -2.620748e-18          7.722969e-18           2.874529e-18      
   3.061273       14.818211        -4.460480e-17          -1.657642e-17          4.873061e-17           1.810929e-17      
   3.061273       14.886403        -1.644628e-16          -6.088077e-17          1.790641e-16           6.628486e-17      
   3.061273       14.938727        -4.226499e-16          -1.556585e-16          4.584599e-16           1.688457e-16      
   3.061273       14.975043        -9.709285e-16          -3.559224e-16          1.049200e-15           3.846137e-16      
   3.061273       14.995261        -2.329344e-15          -8.513895e-16          2.510638e-15           9.176525e-16      
   3.113597       0.001185         -4.272592e-05          -3.116594e-11          -3.325433e-04          3.072759e-10      
   3.113597       0.006239         -4.272176e-05          -8.642535e-10          -3.325864e-04          8.521211e-09      
   3.113597       0.015318         -4.267754e-05          -5.209497e-09          -3.328140e-04          5.137262e-08      
   3.113597       0.028399         -4.256859e-05          -1.790707e-08          -3.334659e-04          1.766707e-07      
   3.113597       0.045447         -4.232707e-05          -4.607043e-08          -3.349076e-04          4.528899e-07      
   3.113597       0.066417         -4.187282e-05          -9.808422e-08          -3.376026e-04          9.690754e-07      
   3.113597       0.091251         -4.110890e-05          -1.864185e-07          -3.421215e-04          1.839757e-06      
   3.113597       0.119882         -3.991656e-05          -3.206956e-07          -3.491478e-04          3.196181e-06      
   3.113597       0.152235         -3.815211e-05          -5.203376e-07          -3.594889e-04          5.191406e-06      
   3.113597       0.188220         -3.564082e-05          -8.010437e-07          -3.740960e-04          8.018598e-06      
