#       k             kp                  V           
   0.066417       5.888392         -9.234273e-15     
   0.066417       6.158845         -3.714560e-16     
   0.066417       6.436958         1.402652e-17      
   0.066417       6.721980         3.170944e-19      
   0.066417       7.013143         -1.015704e-20     
   0.066417       7.309662         -3.647245e-23     
   0.066417       7.610739         2.352513e-24      
   0.066417       7.915560         -1.229906e-26     
   0.066417       8.223305         -8.061884e-29     
   0.066417       8.533144         9.104777e-31      
   0.066417       8.844241         -2.605004e-33     
   0.066417       9.155759         -2.841235e-37     
   0.066417       9.466856         2.072480e-38      
   0.066417       9.776695         -7.684081e-41     
   0.066417       10.084440        1.869729e-43      
   0.066417       10.389261        -3.031600e-46     
   0.066417       10.690338        2.579044e-49      
   0.066417       10.986857        -2.152514e-52     
   0.066417       11.278020        -1.480331e-49     
   0.066417       11.563042        -6.794814e-47     
   0.066417       11.841155        -1.268286e-44     
   0.066417       12.111608        2.123995e-41      
   0.066417       12.373673        3.552024e-38      
   0.066417       12.626644        3.390095e-35      
   0.066417       12.869837        2.350339e-32      
   0.066417       13.102598        1.222306e-29      
   0.066417       13.324299        4.723798e-27      
   0.066417       13.534343        1.327024e-24      
   0.066417       13.732162        2.640302e-22      
   0.066417       13.917225        3.624001e-20      
   0.066417       14.089032        3.348991e-18      
   0.066417       14.247120        2.037266e-16      
   0.066417       14.391062        8.028573e-15      
   0.066417       14.520471        2.019299e-13      
   0.066417       14.634998        3.196807e-12      
   0.066417       14.734334        3.317055e-11      
   0.066417       14.818211        2.090691e-10      
   0.066417       14.886403        7.719515e-10      
   0.066417       14.938727        1.935532e-09      
   0.066417       14.975043        4.028788e-09      
   0.066417       14.995261        7.490064e-09      
   0.091251       0.001185         -1.965330e+00     
   0.091251       0.006239         -1.965268e+00     
   0.091251       0.015318         -1.964868e+00     
   0.091251       0.028399         -1.963756e+00     
   0.091251       0.045447         -1.961308e+00     
   0.091251       0.066417         -1.956763e+00     
   0.091251       0.091251         -1.949229e+00     
   0.091251       0.119882         -1.937725e+00     
   0.091251       0.152235         -1.921241e+00     
   0.091251       0.188220         -1.898814e+00     
   0.091251       0.227742         -1.869605e+00     
   0.091251       0.270694         -1.832981e+00     
   0.091251       0.316959         -1.788573e+00     
   0.091251       0.366414         -1.736305e+00     
   0.091251       0.418925         -1.676377e+00     
   0.091251       0.474351         -1.609223e+00     
   0.091251       0.532541         -1.535437e+00     
   0.091251       0.593339         -1.455709e+00     
   0.091251       0.656582         -1.370768e+00     
   0.091251       0.722098         -1.281359e+00     
   0.091251       0.789711         -1.188235e+00     
   0.091251       0.859239         -1.092180e+00     
   0.091251       0.930495         -9.940348e-01     
   0.091251       1.003286         -8.947336e-01     
   0.091251       1.077416         -7.953299e-01     
   0.091251       1.152685         -6.970062e-01     
   0.091251       1.228890         -6.010574e-01     
   0.091251       1.305826         -5.088504e-01     
   0.091251       1.383286         -4.217621e-01     
   0.091251       1.461060         -3.411007e-01     
   0.091251       1.538940         -2.680156e-01     
   0.091251       1.616714         -2.034062e-01     
   0.091251       1.694174         -1.478447e-01     
   0.091251       1.771110         -1.015265e-01     
   0.091251       1.847315         -6.425602e-02     
   0.091251       1.922584         -3.547201e-02     
   0.091251       1.996714         -1.430853e-02     
   0.091251       2.069505         3.156311e-04      
   0.091251       2.140761         9.592534e-03      
   0.091251       2.210289         1.472159e-02      
   0.091251       2.277902         1.682100e-02      
   0.091251       2.343418         1.686382e-02      
   0.091251       2.406661         1.564225e-02      
   0.091251       2.467459         1.375884e-02      
   0.091251       2.525649         1.163903e-02      
   0.091251       2.581075         9.557632e-03      
   0.091251       2.633586         7.671560e-03      
   0.091251       2.683041         6.052808e-03      
   0.091251       2.729306         4.717373e-03      
   0.091251       2.772258         3.648214e-03      
   0.091251       2.811780         2.811870e-03      
   0.091251       2.847765         2.169431e-03      
   0.091251       2.880118         1.683054e-03      
   0.091251       2.908749         1.319292e-03      
   0.091251       2.933583         1.050365e-03      
   0.091251       2.954553         8.542225e-04      
   0.091251       2.971601         7.140134e-04      
   0.091251       2.984682         6.173337e-04      
   0.091251       2.993761         5.554838e-04      
   0.091251       2.998815         5.228384e-04      
   0.091251       3.004739         4.861521e-04      
   0.091251       3.024957         3.731189e-04      
   0.091251       3.061273         2.125213e-04      
   0.091251       3.113597         5.915927e-05      
   0.091251       3.181789         -4.224999e-05     
   0.091251       3.265666         -7.707214e-05     
   0.091251       3.365002         -6.312440e-05     
   0.091251       3.479529         -3.292790e-05     
   0.091251       3.608938         -1.035289e-05     
   0.091251       3.752880         -9.466976e-07     
   0.091251       3.910968         7.430128e-07      
   0.091251       4.082775         3.693121e-07      
   0.091251       4.267838         6.942785e-08      
   0.091251       4.465657         8.325762e-10      
   0.091251       4.675701         -1.958512e-09     
   0.091251       4.897402         -2.817795e-10     
   0.091251       5.130163         1.473126e-12      
   0.091251       5.373356         2.845873e-12      
   0.091251       5.626327         1.069204e-13      
   0.091251       5.888392         -9.236809e-15     
   0.091251       6.158845         -3.730813e-16     
   0.091251       6.436958         1.402701e-17      
   0.091251       6.721980         3.186607e-19      
   0.091251       7.013143         -1.016704e-20     
   0.091251       7.309662         -3.694800e-23     
   0.091251       7.610739         2.358210e-24      
   0.091251       7.915560         -1.228075e-26     
   0.091251       8.223305         -8.112069e-29     
   0.091251       8.533144         9.122349e-31      
   0.091251       8.844241         -2.602145e-33     
   0.091251       9.155759         -3.060103e-37     
   0.091251       9.466856         2.075114e-38      
   0.091251       9.776695         -7.692632e-41     
   0.091251       10.084440        1.876088e-43      
   0.091251       10.389261        -3.049635e-46     
   0.091251       10.690338        2.602351e-49      
   0.091251       10.986857        -1.776771e-52     
   0.091251       11.278020        -1.263088e-49     
   0.091251       11.563042        -5.797775e-47     
   0.091251       11.841155        -1.082346e-44     
   0.091251       12.111608        1.812096e-41      
   0.091251       12.373673        3.030585e-38      
   0.091251       12.626644        2.892470e-35      
   0.091251       12.869837        2.005352e-32      
   0.091251       13.102598        1.042899e-29      
   0.091251       13.324299        4.030466e-27      
   0.091251       13.534343        1.132254e-24      
   0.091251       13.732162        2.252784e-22      
   0.091251       13.917225        3.092111e-20      
   0.091251       14.089032        2.857469e-18      
   0.091251       14.247120        1.738264e-16      
   0.091251       14.391062        6.850256e-15      
   0.091251       14.520471        1.722937e-13      
   0.091251       14.634998        2.727631e-12      
